 0.00000000e+00	 0.00000000e+00	 1.00000000e+00	 0.00000000e+00
 1.00000000e+00	 0.00000000e+00	 0.00000000e+00	 0.00000000e+00
 2.00000000e+00	 0.00000000e+00	-8.75022092e-04	 0.00000000e+00
 3.00000000e+00	 0.00000000e+00	-1.18970150e-05	 0.00000000e+00
 4.00000000e+00	 0.00000000e+00	 5.12909583e-06	 0.00000000e+00
 5.00000000e+00	 0.00000000e+00	-1.72677024e-06	 0.00000000e+00
 6.00000000e+00	 0.00000000e+00	 1.34637149e-06	 0.00000000e+00
 7.00000000e+00	 0.00000000e+00	 1.05989681e-06	 0.00000000e+00
 8.00000000e+00	 0.00000000e+00	 1.44375236e-07	 0.00000000e+00
 9.00000000e+00	 0.00000000e+00	-2.87559063e-07	 0.00000000e+00
 1.00000000e+01	 0.00000000e+00	 7.26632096e-07	 0.00000000e+00
 1.10000000e+01	 0.00000000e+00	-2.66205417e-07	 0.00000000e+00
 1.20000000e+01	 0.00000000e+00	 2.60162829e-07	 0.00000000e+00
 1.30000000e+01	 0.00000000e+00	-4.90650501e-07	 0.00000000e+00
 1.40000000e+01	 0.00000000e+00	 3.01641715e-07	 0.00000000e+00
 1.50000000e+01	 0.00000000e+00	 4.94922655e-07	 0.00000000e+00
 1.60000000e+01	 0.00000000e+00	 6.25732327e-07	 0.00000000e+00
 1.70000000e+01	 0.00000000e+00	-5.37223766e-08	 0.00000000e+00
 1.80000000e+01	 0.00000000e+00	-3.14690157e-07	 0.00000000e+00
 1.90000000e+01	 0.00000000e+00	 7.28663089e-09	 0.00000000e+00
 2.00000000e+01	 0.00000000e+00	 3.00242966e-07	 0.00000000e+00
 2.10000000e+01	 0.00000000e+00	 1.26440084e-07	 0.00000000e+00
 2.20000000e+01	 0.00000000e+00	-1.11966013e-07	 0.00000000e+00
 2.30000000e+01	 0.00000000e+00	 4.83338654e-08	 0.00000000e+00
 2.40000000e+01	 0.00000000e+00	 2.66992517e-07	 0.00000000e+00
 2.50000000e+01	 0.00000000e+00	-1.42519091e-07	 0.00000000e+00
 2.60000000e+01	 0.00000000e+00	-1.80006864e-07	 0.00000000e+00
 2.70000000e+01	 0.00000000e+00	-2.24863656e-07	 0.00000000e+00
 2.80000000e+01	 0.00000000e+00	 3.64327069e-08	 0.00000000e+00
 2.90000000e+01	 0.00000000e+00	 9.76792301e-08	 0.00000000e+00
 3.00000000e+01	 0.00000000e+00	 1.40230996e-08	 0.00000000e+00
 3.10000000e+01	 0.00000000e+00	 1.19189008e-07	 0.00000000e+00
 3.20000000e+01	 0.00000000e+00	 1.46876977e-07	 0.00000000e+00
 3.30000000e+01	 0.00000000e+00	-1.00510682e-07	 0.00000000e+00
 3.40000000e+01	 0.00000000e+00	-1.23495930e-07	 0.00000000e+00
 3.50000000e+01	 0.00000000e+00	 2.73903560e-08	 0.00000000e+00
 3.60000000e+01	 0.00000000e+00	 1.77209462e-07	 0.00000000e+00
 3.70000000e+01	 0.00000000e+00	-6.34631087e-08	 0.00000000e+00
 3.80000000e+01	 0.00000000e+00	-1.56372908e-07	 0.00000000e+00
 3.90000000e+01	 0.00000000e+00	 6.27574463e-08	 0.00000000e+00
 4.00000000e+01	 0.00000000e+00	 1.17764468e-07	 0.00000000e+00
 4.10000000e+01	 0.00000000e+00	 7.89160267e-08	 0.00000000e+00
 4.20000000e+01	 0.00000000e+00	-1.63029939e-08	 0.00000000e+00
 4.30000000e+01	 0.00000000e+00	 3.29526917e-08	 0.00000000e+00
 4.40000000e+01	 0.00000000e+00	 7.51404479e-08	 0.00000000e+00
 4.50000000e+01	 0.00000000e+00	-2.46416979e-09	 0.00000000e+00
 4.60000000e+01	 0.00000000e+00	 7.07878215e-08	 0.00000000e+00
 4.70000000e+01	 0.00000000e+00	 2.50130797e-08	 0.00000000e+00
 4.80000000e+01	 0.00000000e+00	-7.67723835e-08	 0.00000000e+00
 4.90000000e+01	 0.00000000e+00	-1.88515796e-08	 0.00000000e+00
 5.00000000e+01	 0.00000000e+00	 7.16961188e-08	 0.00000000e+00
 5.10000000e+01	 0.00000000e+00	 1.69706304e-08	 0.00000000e+00
 5.20000000e+01	 0.00000000e+00	-3.97070221e-08	 0.00000000e+00
 5.30000000e+01	 0.00000000e+00	-3.65229540e-08	 0.00000000e+00
 5.40000000e+01	 0.00000000e+00	 2.95525101e-08	 0.00000000e+00
 5.50000000e+01	 0.00000000e+00	-3.83796499e-09	 0.00000000e+00
 5.60000000e+01	 0.00000000e+00	-7.56090832e-09	 0.00000000e+00
 5.70000000e+01	 0.00000000e+00	 4.35183209e-08	 0.00000000e+00
 5.80000000e+01	 0.00000000e+00	 6.85138307e-09	 0.00000000e+00
 5.90000000e+01	 0.00000000e+00	-3.32231024e-08	 0.00000000e+00
 6.00000000e+01	 0.00000000e+00	-4.60954209e-10	 0.00000000e+00
 6.10000000e+01	 0.00000000e+00	 3.69160452e-08	 0.00000000e+00
 6.20000000e+01	 0.00000000e+00	-2.72954628e-08	 0.00000000e+00
 6.30000000e+01	 0.00000000e+00	-3.26513769e-08	 0.00000000e+00
 6.40000000e+01	 0.00000000e+00	-5.32159196e-09	 0.00000000e+00
 6.50000000e+01	 0.00000000e+00	 2.96108442e-08	 0.00000000e+00
 6.60000000e+01	 0.00000000e+00	-2.12482718e-08	 0.00000000e+00
 6.70000000e+01	 0.00000000e+00	-3.24418914e-08	 0.00000000e+00
 6.80000000e+01	 0.00000000e+00	 8.87844599e-09	 0.00000000e+00
 6.90000000e+01	 0.00000000e+00	 5.12515630e-09	 0.00000000e+00
 7.00000000e+01	 0.00000000e+00	-2.25936241e-08	 0.00000000e+00
 7.10000000e+01	 0.00000000e+00	-2.47908948e-08	 0.00000000e+00
 7.20000000e+01	 0.00000000e+00	 8.83205010e-09	 0.00000000e+00
 7.30000000e+01	 0.00000000e+00	 3.08924726e-09	 0.00000000e+00
 7.40000000e+01	 0.00000000e+00	 2.03199309e-09	 0.00000000e+00
 7.50000000e+01	 0.00000000e+00	-7.41095666e-09	 0.00000000e+00
 7.60000000e+01	 0.00000000e+00	-1.50438621e-08	 0.00000000e+00
 7.70000000e+01	 0.00000000e+00	-1.20058951e-08	 0.00000000e+00
 7.80000000e+01	 0.00000000e+00	 1.22858686e-08	 0.00000000e+00
 7.90000000e+01	 0.00000000e+00	 6.18545639e-09	 0.00000000e+00
 8.00000000e+01	 0.00000000e+00	 9.45570055e-09	 0.00000000e+00
 8.10000000e+01	 0.00000000e+00	-4.06609938e-09	 0.00000000e+00
 8.20000000e+01	 0.00000000e+00	 1.59160005e-08	 0.00000000e+00
 8.30000000e+01	 0.00000000e+00	-7.29829543e-10	 0.00000000e+00
 8.40000000e+01	 0.00000000e+00	-8.41390593e-09	 0.00000000e+00
 8.50000000e+01	 0.00000000e+00	-2.21117331e-08	 0.00000000e+00
 8.60000000e+01	 0.00000000e+00	 9.28864556e-09	 0.00000000e+00
 8.70000000e+01	 0.00000000e+00	 1.67093923e-08	 0.00000000e+00
 8.80000000e+01	 0.00000000e+00	-5.71336117e-10	 0.00000000e+00
 8.90000000e+01	 0.00000000e+00	 2.20069160e-09	 0.00000000e+00
 9.00000000e+01	 0.00000000e+00	 8.73840015e-09	 0.00000000e+00
